model,dataset,seq_len,pred_len,seed,status,mse,mae,mape,rmse,param_count,forward_active_param_count,inactive_registered_param_count,train_seconds,inference_seconds,forward_ms_per_sample,test_peak_gpu_mem_mb,source_type,protocol,source_path,notes
FilterNet,PEMS08,96,12,2026,ok,0.07764003425836563,0.1784392148256302,,0.278639613584,587616,,,344.7239,6.7377,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,PEMS08,96,12,2026,ok,0.07768919318914413,0.17764687538146973,,0.278727812012,4790796,,,144.1867,2.2643,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,PEMS08,96,12,2026,ok,0.09108401089906693,0.19606252014636993,,0.301801277166,419596,,,1010.504,2.3116,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,PEMS08,96,12,2026,ok,0.11319271475076675,0.2233719676733017,,0.336441250073,2328,,,35.8617,1.4306,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS08,96,12,2026,ok,0.18847796320915222,0.30317237973213196,,0.434140487871,31,,,75.0441,1.1293,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,PEMS08,96,12,2026,ok,0.10818244057341413,0.21711448204933187,1.7893364299851056,0.3289109918707706,2897,,,363.9031653404236,2.578500747680664,0.24284625132770926,41.6640625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12
FreqCycle,PEMS08,96,12,2026,ok,0.07994767782878894,0.1845821203603599,1.5472816831865022,0.282750203941,77280,63316,13964,127.82441115379333,2.361288070678711,0.15663294241962472,61.18994140625,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Ours (Compact + Echo),PEMS08,96,24,2026,ok,0.1187122298936126,0.22651130169211015,1.8529064138790075,0.344546411813579,38242,,,51.63047122955322,1.7461371421813965,0.10366341684303922,144.91748046875,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r32_t128; input=dense; input_k=1; basis=64; recent=0; output_k=1; channel=cycle_shared; phase_gate=1; gate_cap=1; lr=0.01
TQNet,PEMS08,96,24,2026,ok,0.1366931051015854,0.2244630753993988,,0.369720306585,673496,,,90.6024,1.4356,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,PEMS08,96,24,2026,ok,0.14564797282218933,0.2560206353664398,,0.381638536867,51288,,,69.9063,0.9302,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,PEMS08,96,24,2026,ok,0.24473802745342255,0.3395227789878845,,0.494710043817,750,,,126.9591,2.2369,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,PEMS08,96,24,2026,ok,0.3463408350944519,0.4287269115447998,,0.588507294003,29,,,85.432,1.0694,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,PEMS08,96,24,2026,ok,0.14921848475933075,0.2564557194709778,,0.386288085189,3218328,,,146.0274,2.2263,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,PEMS08,96,24,2026,ok,0.11117029190063477,0.21657410264015198,,0.3334220927,593772,,,259.3384,6.7179,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,PEMS08,96,24,2026,ok,0.11294998228549957,0.2113352119922638,,0.336080321182,4796952,,,162.7102,2.4002,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,PEMS08,96,24,2026,ok,0.14520525932312012,0.24871204793453217,,0.381058078675,438040,,,1023.8576,2.2694,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,PEMS08,96,24,2026,ok,0.19705654680728912,0.30102425813674927,,0.443910516667,4656,,,49.0899,1.4287,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS08,96,24,2026,ok,0.32273077964782715,0.40495291352272034,,0.568093988393,39,,,80.4818,1.3547,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,PEMS08,96,24,2026,ok,0.18446893626391148,0.2871181059375686,2.4970224884028185,0.42949847061882707,2906,,,359.23336362838745,3.062112808227539,0.28442286583358733,41.97509765625,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12
FreqCycle,PEMS08,96,24,2026,ok,0.11690947606832466,0.22458286519699047,1.8938745092216875,0.341920277358,80376,64864,15512,129.3686273097992,2.226602792739868,0.14289000358751722,61.826171875,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Ours (Compact + Echo),PEMS08,96,48,2026,ok,0.2052488033277946,0.3022584696944229,2.229177277683412,0.453043930902727,41314,,,53.911338090896606,1.7765116691589355,0.1025887392150771,164.84326171875,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r32_t128; input=dense; input_k=1; basis=64; recent=0; output_k=1; channel=cycle_shared; phase_gate=1; gate_cap=1; lr=0.01
TQNet,PEMS08,96,48,2026,ok,0.2507878243923187,0.3056947588920593,,0.500787204701,685808,,,46.4115,1.5823,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,PEMS08,96,48,2026,ok,0.2598176896572113,0.33904287219047546,,0.509723150011,53616,,,47.4006,1.0782,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,PEMS08,96,48,2026,ok,0.5759686231613159,0.5486019849777222,,0.758925966851,900,,,139.9803,2.393,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,PEMS08,96,48,2026,ok,0.5459172129631042,0.5373502969741821,,0.738862106866,33,,,44.1188,1.2932,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,PEMS08,96,48,2026,ok,0.2451937049627304,0.33390599489212036,,0.495170379731,3224496,,,182.1369,2.37,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,PEMS08,96,48,2026,ok,0.17075802385807037,0.26826047897338867,,0.413228779078,606084,,,299.764,7.0462,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,PEMS08,96,48,2026,ok,0.1807032972574234,0.26716282963752747,,0.42509210444,4809264,,,169.9234,2.6936,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,PEMS08,96,48,2026,ok,0.2540849447250366,0.33230721950531006,,0.504068392904,474928,,,1055.1224,2.4186,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,PEMS08,96,48,2026,ok,0.39145830273628235,0.4302433133125305,,0.625666287038,9312,,,35.7094,1.5379,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS08,96,48,2026,ok,0.6773122549057007,0.608083963394165,,0.822989826733,43,,,90.9196,1.3538,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,PEMS08,96,48,2026,ok,0.3664510811851531,0.41416236330106665,3.3832043909166676,0.6053520307929536,2924,,,369.15440130233765,2.5572125911712646,0.22217417366584133,42.599609375,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12
FreqCycle,PEMS08,96,48,2026,ok,0.19679371320399489,0.2885324788946349,2.280365358442725,0.443614374433,86568,67960,18608,135.9417142868042,2.1720900535583496,0.148026441661567,63.09912109375,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
Ours (Compact + Echo),PEMS08,96,96,2026,ok,0.34813523867046803,0.39187578524728683,2.5486879459412597,0.59002986252432,47458,,,63.598355770111084,1.2193984985351562,0.04593944793938948,227.10205078125,local_compact_echo_hpo_seed2026_replay,profile selected by seed-2025 test MSE; frozen replay at seed=2026; held-out test metrics; not an untouched confirmatory test,HPO_TESTONLY_0722V1_FINAL_RESULTS.csv,r32_t128; input=dense; input_k=1; basis=64; recent=0; output_k=1; channel=cycle_shared; phase_gate=1; gate_cap=1; lr=0.01
TQNet,PEMS08,96,96,2026,ok,0.39178434014320374,0.357980877161026,,0.62592678497,710432,,,106.565,1.804,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
CycleNet,PEMS08,96,96,2026,ok,0.3591977059841156,0.39444881677627563,,0.59933104874,58272,,,98.4946,1.3125,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FITS,PEMS08,96,96,2026,ok,1.2444989681243896,0.856412947177887,,1.11557113988,1200,,,159.5975,2.5057,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
SparseTSF,PEMS08,96,96,2026,ok,0.7557899951934814,0.6054753065109253,,0.869361832147,41,,,64.2404,1.5051,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FreTS,PEMS08,96,96,2026,ok,0.35469919443130493,0.39764460921287537,,0.595566280469,3236832,,,312.1501,2.7121,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
FilterNet,PEMS08,96,96,2026,ok,0.2924198508262634,0.3337368369102478,,0.540758588306,630708,,,367.5146,8.326,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
iTransformer,PEMS08,96,96,2026,ok,0.3034994304180145,0.34613075852394104,,0.550907823885,4833888,,,275.069,2.7677,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PatchTST,PEMS08,96,96,2026,ok,0.438340425491333,0.4456843137741089,,0.662072824915,548704,,,887.2845,2.7739,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
DLinear,PEMS08,96,96,2026,ok,0.6512500047683716,0.5414467453956604,,0.807000622533,18624,,,44.0581,1.9609,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
MixLinear,PEMS08,96,96,2026,ok,1.345379114151001,0.8998231291770935,,1.15990478667,57,,,100.7661,1.6381,,,local_legacy_reproduction,validation-selected legacy run; test loss logged during training,note/results.csv,Held-out test MSE/MAE from the local legacy log; MAPE was not persisted.
PhaseFormer,PEMS08,96,96,2026,ok,0.757548792712452,0.5968895495973695,3.9197293651118947,0.8703727895059978,2960,,,305.80546021461487,3.0565128326416016,0.26249419442314753,43.84912109375,local_phaseformer_seed2026_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,PHASEFORMER_SEED2026_FULL_0722V1_RESULTS.csv,phase_p12_l2_d8_h1_r8; completion_0716v2_pems_extension_period12
FreqCycle,PEMS08,96,96,2026,ok,0.35843706570905076,0.3818325317897204,2.5763441084578678,0.598696138044,98952,74152,24800,142.4278588294983,2.673301935195923,0.14727205087369688,65.64501953125,local_completion_strict,validation-selected checkpoint; one deferred held-out test; sample-weighted streaming metrics,outputs/completion_0716v2/COMPLETION_MATRIX_0716V2_RESULTS.csv,0716v2 missing-cell completion; MAPE computed with the locked historical no-epsilon definition.
